id,legal_name,doing_business_as_name,address,state,city,zip_code,ward,precinct,ward_precinct,police_district,latitude,longitude,location,location_precise,business_activity_array,business_activity_id_array,standardized_activities_array,osm_vicinity,osm_matched,osm_name,osm_activities,google_matched,name,google_address,website,phone_number,business_status
2013838-20210416,TEEZ'D HAIR SALON L.L.C.,TEEZ'D HAIR SALON,2504 N RACINE AVE BASEMENT FRONT,IL,CHICAGO,60614,43.0,18.0,43-18,19.0,41.927269867,-87.658668211,"(41.9272699, -87.6586682)","(41.92726986671511, -87.65866821106097)","('Hair Services',)","('894',)","('hair_care',)",False,False,False,False,True,Teez'd Hair Salon,2504 N Racine Ave,http://www.teezdhair.com/,+1 773-528-8994,OPERATIONAL
2216805-20220816,GALLAS LABEL & DECAL CORPORATION,GALLAS LABEL & DECAL,6559 N AVONDALE AVE,IL,CHICAGO,60631,41.0,7.0,41-7,16.0,41.999724754,-87.814749014,"(41.9997248, -87.814749)","(41.999724753794474, -87.81474901443734)","('Storage or Use of Hazardous Materials',)","('816',)","('hazardous_materials',)",False,False,False,False,True,Gallas Label & Decal,6559 N Avondale Ave,http://www.gallaslabel.com/,+1 773-775-1000,OPERATIONAL
2385497-20210416,INTEGRITY ROAD SERVICES LLC,INTEGRITY ROAD SERVICES LLC.,1900 N AUSTIN AVE,IL,CHICAGO,60639,29.0,36.0,29-36,25.0,41.914820427,-87.77555967,"(41.9148204, -87.7755597)","(41.91482042670598, -87.77555966968384)","('Miscellaneous Commercial Services',)","('708',)","('miscellaneous_commercial',)",False,False,False,False,False,,,,,
2652653-20210416,"PAO PAO, INC.",GREAT SEA RESTAURANT,3253 W LAWRENCE AVE,IL,CHICAGO,60625,33.0,27.0,33-27,17.0,41.968322499,-87.710621109,"(41.9683225, -87.7106211)","(41.968322498750275, -87.71062110937858)","('Sale of Food Prepared Onsite With Dining Area',)","('781',)","('restaurant',)",False,False,False,False,True,Great Sea Restaurant,3253 W Lawrence Ave,http://www.greatsearestaurant.com/?utm_source=google&utm_medium=website,+1 773-478-9129,OPERATIONAL
2766763-20201224,RIVERSIDE INVESTMENT AND DEVELOPMENT COMPANY,RIVERSIDE INVESTMENT AND DEVELOPMENT COMPANY,150 N RIVERSIDE PLZ 18 1800,IL,CHICAGO,60606,42.0,,42-,,41.885089456,-87.638405594,"(41.8850895, -87.6384056)","(41.88508945576888, -87.63840559417186)","('Administrative Commercial Office',)","('602',)","('administrative_office',)",False,False,False,False,True,150 North Riverside,150 N Riverside Plaza,http://150northriversideplaza.com/,+1 312-300-4462,OPERATIONAL
25087-20210716,"HUNTER PARKING, INCORPORATED",HUNTER PARKING INC,549 S WELLS ST,IL,CHICAGO,60607,25.0,49.0,25-49,1.0,41.874711726,-87.633487914,"(41.8747117, -87.6334879)","(41.87471172559199, -87.63348791420643)","('Provide Parking Spaces For a Fee - Available and Advertised to the Public',)","('725',)","('parking',)",False,False,False,False,True,Hunter Parking,644 S La Salle St,http://hunterparking.com/,,OPERATIONAL
2827470-20211229,MARIA M HERRERA,FLORERIA PETALOS Y ESPINAS,5921 W DIVERSEY AVE,IL,CHICAGO,60639,30.0,5.0,30-5,25.0,41.931050111,-87.774502807,"(41.9310501, -87.7745028)","(41.93105011133667, -87.77450280732587)","('Retail Sales of Flowers',)","('921',)","('flower_market',)",False,False,False,False,True,Petalos Y Espinas,5921 W Diversey Ave,,+1 773-656-0762,OPERATIONAL
2813406-20211001,EDWINA MORGAN,EDDI CARE LLC,220 E ILLINOIS ST  2905,IL,CHICAGO,60611,42.0,,42-,,41.891085942,-87.621703812,"(41.8910859, -87.6217038)","(41.89108594171936, -87.621703811899)","('Other Home Based Businesses',)","('724',)","('',)",False,False,False,False,False,,,,,
2208086-20211216,"J & K CONSULTANTS, INC",J & K CONSULTANTS INC.,4507 W LAWRENCE AVE 1ST 107,IL,CHICAGO,60630,39.0,10.0,39-10,17.0,41.967983305,-87.741776114,"(41.9679833, -87.7417761)","(41.96798330540541, -87.74177611404262)","('Preparation of License, Certificate or Permit Applications for Compensation Expediter Company',)","('737',)","('',)",False,False,False,False,True,J & K Consultants Inc,4507 W Lawrence Ave,,+1 773-283-5225,OPERATIONAL
34215-20221016,"HOST INTERNATIONAL, INC.",DELI/STARBUCK'S,11601 W TOUHY AVE  TEMRI,IL,CHICAGO,60666,41.0,27.0,41-27,16.0,42.008536401,-87.914428439,"(42.0085364, -87.9144284)","(42.008536400868735, -87.91442843927047)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,False,,,,,
2703723-20211216,Yvette Millan,YM Salon,2301 N CLARK ST  10,IL,CHICAGO,60614,43.0,,43-,,41.923906304,-87.639286696,"(41.9239063, -87.6392867)","(41.92390630404291, -87.63928669557026)","('Hair Services', 'Retail Sales of General Merchandise')","('904, 89',)","('hair_care', 'store')",False,False,False,False,True,YM Salon,2301 N Clark St,https://ymsalon.glossgenius.com/,+1 708-289-4975,OPERATIONAL
2412587-20220216,VPC BELMONT PIZZA LLC,GIORDANO'S ON BELMONT,1036-1040 W BELMONT AVE,IL,CHICAGO,60657,44.0,39.0,44-39,19.0,41.939998357,-87.655553822,"(41.9399984, -87.6555538)","(41.939998356700194, -87.65555382180153)","('Consumption of Liquor on Premises', 'Preparation of Food and Dining on Premise With Seating')","('638, 73',)","('bar', 'restaurant')",False,False,False,False,True,Giordano's,1040 W Belmont Ave,https://giordanos.com/location/lakeview/,+1 773-327-1200,OPERATIONAL
2708810-20210420,ALKSTUDIOS INC.,THE STUDIO BY ADAM LEE KENNEY,3005 N BROADWAY  1ST,IL,CHICAGO,60657,44.0,5.0,44-5,19.0,41.936687737,-87.644139616,"(41.9366877, -87.6441396)","(41.936687736593186, -87.64413961613822)","('Hair Services', 'Retail Sales of General Merchandise')","('904, 89',)","('hair_care', 'store')",False,False,False,False,True,The Studio by Adam Lee Kenney,3005 N Broadway,https://thestudioalk.com/the-studio-chicago/,+1 323-543-3159,OPERATIONAL
1096282-20220416,JACK SCHWARTZ IMPORTER,JACK SCHWARTZ IMPORTER,141 W JACKSON BLVD 1ST,IL,CHICAGO,60604,42.0,49.0,42-49,1.0,41.878025655,-87.632062286,"(41.8780257, -87.6320623)","(41.878025655260835, -87.63206228626693)","('Retail Sale of Tobacco',)","('763',)","('tobacco',)",False,False,False,False,True,Jack Schwartz Importer,141 W Jackson Blvd,http://www.jackschwartz.com/,+1 312-782-7898,OPERATIONAL
2506285-20210116,SYLENE D. ISAAC,U-RIGHT-IT!!,765 W ADAMS ST 7TH 708,IL,CHICAGO,60661,27.0,58.0,27-58,12.0,41.879117244,-87.646607192,"(41.8791172, -87.6466072)","(41.8791172440167, -87.64660719216745)","('Other Home Based Businesses',)","('724',)","('',)",False,False,False,False,False,,,,,
2835293-20220309,SJ 5401 WENTWORTH CORP,seafood junction,5401 S WENTWORTH AVE  UNIT 5W,IL,CHICAGO,60609,3.0,,3-,,41.796234875,-87.630404924,"(41.7962349, -87.6304049)","(41.796234875219376, -87.63040492438661)","('Deli, Butcher or Bakery', 'Retail Sales of Perishable Foods')","('640, 77',)","('bakery', 'food')",False,False,False,False,True,Seafood Junction Wentworth,5401 S Wentworth Ave,,+1 872-244-7471,OPERATIONAL
2753704-20221016,"GROW AND SMOKE, LLC",GET HIGH CHI!,3700 N ASHLAND AVE 1ST,IL,CHICAGO,60613,47.0,33.0,47-33,19.0,41.948903337,-87.669056208,"(41.9489033, -87.6690562)","(41.94890333732245, -87.66905620752645)","('Retail Sales of Tobacco Products', 'Retail Sales of Tobacco and Flavored Tobacco Products', 'Retail Sales of Tobacco Accessories', 'Retail Sales of General Merchandise and Non-Perishable Food')","('776, 937, 936, 76',)","('tobacco', 'tobacco', 'tobacco', 'store')",False,False,False,False,True,Get High Chi! - Art & Glass Gallery / Smoke shop / Hookah / Grobo Grow,3700 N Ashland Ave,http://www.gethighchi.com/,+1 773-697-7960,OPERATIONAL
1044829-20210716,QUAM-NICHOLS CO,QUAM-NICHOLS COMPANY,234 E MARQUETTE RD,IL,CHICAGO,60637,20.0,35.0,20-35,3.0,41.773017202,-87.618838186,"(41.7730172, -87.6188382)","(41.77301720234192, -87.61883818646992)","('Miscellaneous Manufacturing',)","('929',)","('manufacturing',)",False,False,False,False,True,Quam-Nichols Co,234 E Marquette Rd,https://www.quamspeakers.com/,+1 773-488-5800,OPERATIONAL
2578866-20220216,raza1 enterprizez llc,ventian jewelers,7601 S CICERO AVE GROUND 1440,IL,CHICAGO,60652,13.0,,13-,,41.754660124,-87.741384759,"(41.7546601, -87.7413848)","(41.75466012439374, -87.74138475860521)","('Retail Sales of Jewelry and Jewelry Repair',)","('923',)","('jewelry_store',)",False,False,False,False,False,,,,,
2796554-20210809,Glam Florist LLC,Glam Florist,5847-5849 S HALSTED ST  SUITE 10,IL,CHICAGO,60621,20.0,,20-,,41.787410418,-87.644832563,"(41.7874104, -87.6448326)","(41.78741041773165, -87.64483256309285)","('Retail Sales of Flowers',)","('921',)","('flower_market',)",False,False,False,False,False,,,,,
2608555-20210416,"GOURMET GORILLA, INC.",GOURMET GORILLA,3021 W CARROLL AVE 1ST,IL,CHICAGO,60612,27.0,26.0,27-26,12.0,41.88746153,-87.702161401,"(41.8874615, -87.7021614)","(41.88746153049457, -87.70216140146225)","('Retail Sale of Food for Offsite Consumption',)","('760',)","('food',)",False,False,False,False,False,,,,,
2813849-20220118,ABC AND ME DAYCARE LLC,ABC AND ME DAYCARE,4848 N WINTHROP AVE 1,IL,CHICAGO,60640,46.0,,46-,,41.970484003,-87.657806189,"(41.970484, -87.6578062)","(41.97048400251602, -87.65780618896973)","('Supervision of, and Care for, Children 2-6 Years of Age, During the Day between 6am-9pm',)","('823',)","('',)",False,False,False,False,False,,,,,
2862373-20220817,"JIMMY'S AUTO REPAIR SHOP, INC.",JIMMY'S AUTO REPAIR SHOP,2351 W WINNEMAC AVE,IL,CHICAGO,60625,40.0,7.0,40-7,20.0,41.972903114,-87.688698645,"(41.9729031, -87.6886986)","(41.97290311396456, -87.68869864523026)","('Motor Vehicle Repair -  Engine and Transmission Work',)","('712',)","('',)",False,False,False,False,True,Jimmy's Auto Shop,2351 W Winnemac Ave,,+1 773-220-3890,OPERATIONAL
1891850-20220216,"ALVERCINO, LLC",PROSECCO,710 N WELLS ST 1 & BSMT,IL,CHICAGO,60654,42.0,68.0,42-68,18.0,41.89519143,-87.634310311,"(41.8951914, -87.6343103)","(41.8951914298092, -87.63431031085479)","('Retail Sales of Perishable Foods', 'Consumption of Liquor on Premises')","('638, 77',)","('food', 'bar')",2084949719,True,Prosecco,['restaurant'],True,Prosecco,710 N Wells St,http://proseccochicago.com/,+1 312-951-9500,OPERATIONAL
2845855-20220504,Michael Stuart,Michael Stuart,1403 S EMERALD AVE,IL,CHICAGO,60607,11.0,,11-,,41.863469999,-87.645502348,"(41.86347, -87.6455023)","(41.86346999876605, -87.64550234839325)","('Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way',)","('769',)","('food',)",False,False,False,False,False,,,,,
2699488-20210916,"DSCA, INC.",THE UPS STORE,3320 W FOSTER AVE 1ST,IL,CHICAGO,60625,39.0,30.0,39-30,17.0,41.975816956,-87.712093451,"(41.975817, -87.7120935)","(41.975816955582424, -87.71209345054214)","('Retail Sales of General Merchandise and Non-Perishable Food', ' Shipping / Printing Services')","('806, 76',)","('store',)",False,False,False,False,True,The UPS Store,3320 W Foster Ave,https://locations.theupsstore.com/il/chicago/3320-w-foster-ave?utm_source=Yext&utm_medium=organic&utm_campaign=Listings,+1 773-463-0865,OPERATIONAL
2397234-20210716,MARIA ELENA MUNIVE,HAIR CUTS 4 U,6657 N CLARK ST 1,IL,CHICAGO,60626,49.0,37.0,49-37,24.0,42.003380146,-87.672282811,"(42.0033801, -87.6722828)","(42.00338014568599, -87.67228281142754)","('Hair Services',)","('894',)","('hair_care',)",False,False,False,False,True,Hair Cuts 4 U, N Clark St,,+1 773-245-7349,OPERATIONAL
2245881-20210616,"TRUCK KING HAULING CONTRACTORS,INC.","TRUCK KING HAULING CONTRACTORS, INC.",4600 W 48TH ST 1ST,IL,CHICAGO,60632,14.0,50.0,14-50,8.0,41.805961974,-87.738859688,"(41.805962, -87.7388597)","(41.80596197410246, -87.73885968759674)","('Administrative Commercial Office',)","('602',)","('administrative_office',)",False,False,False,False,True,TKHC Inc,4600 W 48th St,http://www.tkhcinc.com/,+1 773-847-6000,OPERATIONAL
2069042-20210816,"LA LENA, INC.",LA LENA,3756-3758 W NORTH AVE 1,IL,CHICAGO,60647,26.0,47.0,26-47,25.0,41.91005175,-87.72131578,"(41.9100518, -87.7213158)","(41.91005174981479, -87.72131578011872)","('Retail Sales of Perishable Foods', 'Consumption of Liquor on Premises')","('638, 77',)","('food', 'bar')",6320088299,True,La Lena Restaurant,['bar'],True,La Leña Restaurant,3758 W North Ave,http://www.lalenarestaurant.com/,+1 773-687-9848,OPERATIONAL
2835297-20220224,"LENISEAL BOUTIQUE, LLC","LENISEAL BOUTIQUE, LLC",422 W 95TH PL,IL,CHICAGO,60628,21.0,,21-,,41.720771801,-87.634896042,"(41.7207718, -87.634896)","(41.720771800781584, -87.63489604234987)","('Online Sales Home Based Business',)","('722',)","('',)",False,False,False,False,True,Alvizo Auto Repair & Tire Shop,501 US-12,,+1 773-840-4439,OPERATIONAL
2835610-20220302,CHICAGO AUTO PLUS LLC,AUTO PLUS OF CHICAGO,4460 N ELSTON AVE,IL,CHICAGO,60630,39.0,19.0,39-19,17.0,41.962008748,-87.731481207,"(41.9620087, -87.7314812)","(41.96200874764071, -87.73148120653579)","('Motor Vehicle Repair - Engine and Body Work',)","('711',)","('car_repair',)",False,False,False,False,True,Auto Plus of Chicago,4460 N Elston Ave,,+1 773-794-0112,OPERATIONAL
2215371-20211116,Best Auto Repairs,Best Auto Repairs LLC,3047-3049 W 63RD ST 1,IL,CHICAGO,60629,17.0,,17-,,41.778907667,-87.700131409,"(41.7789077, -87.7001314)","(41.77890766687857, -87.70013140922983)","('Motor Vehicle Repair - No Engine Work/No Body Work', 'Sale and Storage of Tires 100 - 1000')","('713, 77',)","('',)",False,False,False,False,False,,,,,
2797260-20211008,KING DR AP INC,AP ADVANCED,401-409 E 87TH ST,IL,CHICAGO,60619,9.0,,9-,,41.736394473,-87.61444398,"(41.7363945, -87.614444)","(41.73639447257047, -87.6144439804899)","('Retail Sales of Perishable Foods', 'Retail Sales of General Merchandise and Non-Perishable Food', 'Retail Sales of General Merchandise', 'Operation of a Fuel Filling Station')","('904, 666, 767, 77',)","('food', 'store', 'store', 'gas_station')",False,False,False,False,False,,,,,
2831552-20220210,AVONDALE AZ LLC,AVONDALE CAR WASH SPA,2933 N ELSTON AVE,IL,CHICAGO,60618,33.0,5.0,33-5,14.0,41.93481394,-87.691434897,"(41.9348139, -87.6914349)","(41.93481393981454, -87.69143489715547)","('Retail Sales of General Merchandise and Non-Perishable Food', 'Operation of a Hand Car Wash')","('930, 76',)","('store',)",False,False,False,False,True,Avondale Car Wash Spa,2933 N Elston Ave,https://avondalecarwashspa.business.site/?utm_source=gmb&utm_medium=referral,+1 773-507-0823,OPERATIONAL
2215704-20210316,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,NORTH LAWNDALE YMCA,3449 W ARTHINGTON ST,IL,CHICAGO,60624,24.0,49.0,24-49,11.0,41.869869848,-87.712594739,"(41.8698698, -87.7125947)","(41.86986984755615, -87.71259473893781)","('Supervision of, and Care for, Children Under 2 Years of Age, During the Day between 6am-9pm', 'Supervision of, and Care for, Children 2-6 Years of Age, During the Day between 6am-9pm')","('825, 82',)","('',)",False,False,False,False,True,North Lawndale YMCA,3449 W Arthington St,,+1 773-638-0773,OPERATIONAL
2214144-20210616,BESTWAY AUTO,BESTWAY AUTO REPAIR,6859 S DAMEN AVE 1ST,IL,CHICAGO,60636,17.0,19.0,17-19,7.0,41.768489333,-87.673479767,"(41.7684893, -87.6734798)","(41.76848933270381, -87.67347976699838)","('Motor Vehicle Repair -  Engine and Transmission Work',)","('712',)","('',)",False,False,False,False,True,Bestway Auto Center,6859 S Damen Ave,,+1 773-476-3335,OPERATIONAL
2863083-20220815,Olga Mitrovic,Olga Mitrovic,1902 S SAWYER AVE 2 AND 3,IL,CHICAGO,60623,24.0,,24-,,41.855258331,-87.706718783,"(41.8552583, -87.7067188)","(41.85525833053355, -87.70671878335368)","('Shared Housing Operator - Host of More Than One Shared Housing Unit',)","('981',)","('food',)",False,False,False,False,False,,,,,
2502-20210116,"NEWLY WEDS FOODS, INC.",NEWLY WEDS FOODS INC,2451 N KEELER AVE,IL,CHICAGO,60639,31.0,39.0,31-39,25.0,41.925844154,-87.731564212,"(41.9258442, -87.7315642)","(41.92584415441521, -87.7315642124519)","('Wholesale Food Sales',)","('864',)","('food',)",False,False,False,False,True,Newly Weds Foods,4125 W Wrightwood Ave,http://www.newlywedsfoods.com/,+1 773-489-7000,OPERATIONAL
2749526-20201222,"Dayglow Chicago, LLC",Dayglow,1757 N KIMBALL AVE,IL,CHICAGO,60647,26.0,,26-,,41.913471659,-87.711646959,"(41.9134717, -87.711647)","(41.91347165926542, -87.7116469589254)","('Retail Sales of General Merchandise', 'Preparation and Sale of Coffee and/or Drinks')","('904, 105',)","('store',)",7905428421,True,Dayglow,['cafe'],True,Dayglow,1757 N Kimball Ave,http://dayglow.coffee/,,OPERATIONAL
2452463-20220316,GOLD STANDARD ENTERPRISES INC.,BINNY'S BEVERAGE DEPOT,3934 W DIVERSEY AVE,IL,CHICAGO,60647,30.0,36.0,30-36,25.0,41.931913273,-87.725980567,"(41.9319133, -87.7259806)","(41.931913273071714, -87.72598056728872)","('Retail Sales of Packaged Liquor', 'Retail Sales of Tobacco and Flavored Tobacco Products', 'Retail Sales of General Merchandise and Non-Perishable Food')","('937, 774, 76',)","('liquor_store', 'tobacco', 'store')",False,False,False,False,True,Binny's Beverage Depot - Logan Square,3934 W Diversey Ave,https://binnys.com/chicago-logan-square,+1 773-724-6136,OPERATIONAL
2749759-20220916,Rose Kelly,Rose Kelly,3544 W ARTHINGTON ST,IL,CHICAGO,60624,24.0,,24-,,41.870062287,-87.714884912,"(41.8700623, -87.7148849)","(41.8700622870833, -87.71488491212156)","('Combination Special- Street Performer and Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers',)","('969',)","('art',)",False,False,False,False,False,,,,,
2137751-20211216,JOSE ALBERTO GONZALEZ,Mexico Distributor Inc.,2290 - 2292 S BLUE ISLAND AVE 1ST,IL,CHICAGO,60608,25.0,15.0,25-15,10.0,41.850683445,-87.670495542,"(41.8506834, -87.6704955)","(41.85068344469559, -87.67049554167572)","('Wholesale Food Sales',)","('864',)","('food',)",False,False,False,False,True,Mexico Distributor,2292 S Blue Island Ave,http://www.mexicodistributorchicago.com/,+1 773-257-7084,OPERATIONAL
2313564-20220216,GREGGA JORDAN SMIESZNY,Gregga Jordan Smieszny Inc.,314 W INSTITUTE PL 1ST 1E,IL,CHICAGO,60610,27.0,,27-,,41.897502296,-87.636422829,"(41.8975023, -87.6364228)","(41.89750229565573, -87.63642282917299)","('Administrative Commercial Office',)","('602',)","('administrative_office',)",False,False,False,False,True,Gregga Jordan Smieszny Inc.,314 W Institute Pl,http://www.gjsinc.com/,+1 312-787-0017,OPERATIONAL
2831132-20220131,GABINO ARDON REGULES,THE SOLUTION APPLIANCES,2917 W 59TH ST,IL,CHICAGO,60629,16.0,32.0,16-32,8.0,41.786244078,-87.696823933,"(41.7862441, -87.6968239)","(41.786244077962394, -87.69682393315732)","('Retail Sales of Appliances',)","('958',)","('home_goods_store',)",False,False,False,False,True,The Solution Appliances,2917 W 59th St,,+1 773-968-5430,OPERATIONAL
2608287-20220616,EXTRA MILE PUBLIC RELATIONS LLC,"Extra Mile Public Relations, LLC",4422 N RAVENSWOOD AVE 1ST,IL,CHICAGO,60640,47.0,,47-,,41.962228214,-87.674688961,"(41.9622282, -87.674689)","(41.96222821359707, -87.67468896070129)","('Advertising / Marketing / Sales Office',)","('703',)","('',)",False,False,False,False,True,Extra Mile Public Relations,4422 N Ravenswood Ave,,+1 773-588-5130,OPERATIONAL
28475-20220616,WHITE CASTLE SYSTEM INC,WHITE CASTLE #23,3212 W ADDISON ST 1ST,IL,CHICAGO,60618,33.0,17.0,33-17,17.0,41.946736269,-87.708425979,"(41.9467363, -87.708426)","(41.94673626940632, -87.70842597920598)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,True,White Castle,3212 W Addison St,http://www.whitecastle.com/,+1 773-539-2505,OPERATIONAL
2277834-20210816,INDEPENDENT SIGNS & GRAPHICS IC.,INDEPENDENT SIGNS & GRAPHICS,1810 W IRVING PARK RD 1ST,IL,CHICAGO,60613,47.0,37.0,47-37,19.0,41.954319126,-87.674687073,"(41.9543191, -87.6746871)","(41.9543191256648, -87.67468707268377)","('Administrative Commercial Office', 'Graphic Design and Consultation')","('602, 66',)","('administrative_office', 'art')",False,False,False,False,False,,,,,
2808124-20210826,TWT LLC,TRAIN WITH TRINA,5906-5910 W CHICAGO AVE,IL,CHICAGO,60651,29.0,,29-,,41.894859367,-87.772662422,"(41.8948594, -87.7726624)","(41.89485936666991, -87.77266242157302)","('Fitness Training On and Off Premise', 'Fitness Classes', 'Health Club')","('926, 661, 67',)","('gym', 'gym', 'gym')",False,False,False,False,False,,,,,
2856845-20220701,CAFE AROMA DE MEXICO LLC,CAFE AROMA DE MEXICO,205 N MICHIGAN AVE  810,IL,CHICAGO,60601,42.0,,42-,,41.88590606,-87.624371837,"(41.8859061, -87.6243718)","(41.885906059506326, -87.62437183736003)","('Retail Sales of General Merchandise',)","('904',)","('store',)",False,False,False,False,False,,,,,
2488511-20210616,"CHICAGO METAL SUPPLY & FABRICATION, INC.",CHICAGO METAL SUPPLY & FABRICATION,4900-4940 W GRAND AVE 1ST,IL,CHICAGO,60639,31.0,40.0,31-40,25.0,41.915388308,-87.74940858,"(41.9153883, -87.7494086)","(41.915388308485696, -87.74940857973725)","('Miscellaneous Manufacturing',)","('929',)","('manufacturing',)",False,False,False,False,True,Chicago Metal Supply & Fabrication Inc,4940 W Grand Ave,https://www.chicagometalsupply.com/,+1 773-227-6200,OPERATIONAL
2840832-20220405,STYLES COMPLETED COMPANY LLC,STYLES COMPLETED COMPANY LLC,2406 W 111TH ST 1,IL,CHICAGO,60655,19.0,50.0,19-50,22.0,41.691891929,-87.68150474,"(41.6918919, -87.6815047)","(41.69189192894879, -87.68150473992262)","('Hair Services', 'Retail Sales of General Merchandise')","('904, 89',)","('hair_care', 'store')",False,False,False,False,False,,,,,
2762270-20201127,Leticia Solano,Leticia's Merchandise,4100 S ASHLAND AVE 1ST 982,IL,CHICAGO,60609,12.0,,12-,,41.819441426,-87.665375545,"(41.8194414, -87.6653755)","(41.81944142629576, -87.6653755449091)","('Retail Sales of General Merchandise',)","('904',)","('store',)",False,False,False,False,False,,,,,
2652829-20210316,YATTA CHIC L.L.C.,YATTA CHIC L.L.C.,8100 S STONY ISLAND AVE 1ST,IL,CHICAGO,60617,8.0,6.0,8-6,4.0,41.747749212,-87.586037416,"(41.7477492, -87.5860374)","(41.7477492117195, -87.58603741639237)","('Retail Sales of Clothing / Accessories / Shoes',)","('911',)","('clothing_store',)",False,False,False,False,False,,,,,
1300963-20210516,SIHAM  & SUMAYAH INC.,J & J FISH,5608 W MADISON ST 1,IL,CHICAGO,60644,29.0,21.0,29-21,15.0,41.880349814,-87.765274674,"(41.8803498, -87.7652747)","(41.88034981402218, -87.76527467412636)","('Retail Sales of Perishable Foods',)","('775',)","('food',)",False,False,False,False,True,JJ Fish & Chicken,5608 W Madison St,https://www.facebook.com/JJFISHONMADISON/,+1 773-261-3474,OPERATIONAL
2463538-20220316,"ED SIGNS, INC.","ED SIGNS, INC.",3339 W COLUMBUS AVE 1ST A,IL,CHICAGO,60652,18.0,21.0,18-21,8.0,41.747928641,-87.705685691,"(41.7479286, -87.7056857)","(41.74792864132101, -87.7056856905428)","('Miscellaneous Commercial Services',)","('708',)","('miscellaneous_commercial',)",False,False,False,False,True,ED Signs,3339 W Columbus Ave,,+1 773-436-5764,OPERATIONAL
2813933-20211029,USA AUTO & TRUCK INC.,USA AUTO & TRUCK INC.,4639 S PULASKI RD,IL,CHICAGO,60632,14.0,27.0,14-27,8.0,41.808542031,-87.723462317,"(41.808542, -87.7234623)","(41.808542030755035, -87.72346231657797)","('Sales / Rental / Lease of Motorized Vehicles - Outdoor Sales',)","('1076',)","('',)",False,False,False,False,False,,,,,
2457409-20211116,"DOS RUEDAS, LLC",RED & WHITE WINES,1845 N OAKLEY AVE 1ST,IL,CHICAGO,60647,32.0,52.0,32-52,14.0,41.915379648,-87.684738938,"(41.9153796, -87.6847389)","(41.91537964796298, -87.68473893840267)","('Consumption of Liquor on Premises', 'Retail Sales of Packaged Liquor', 'Preparation of Food and Dining on Premise With Seating')","('774, 638, 73',)","('bar', 'liquor_store', 'restaurant')",3570187860,True,Red & White Wine Bar,['bar'],True,Red & White Wines,1861 N Milwaukee Ave,http://redandwhitewineschicago.com/,+1 773-486-4769,OPERATIONAL
2569638-20220416,TUTTO INC,TUTTO FRESCO,2901 N ASHLAND AVE 1,IL,CHICAGO,60657,32.0,10.0,32-10,19.0,41.934275774,-87.668316452,"(41.9342758, -87.6683165)","(41.934275774014125, -87.66831645215952)","('Consumption of Liquor on Premises', 'Preparation of Food and Dining on Premise With Seating', 'Sale of Liquor Outdoors on Private Property')","('784, 638, 73',)","('bar', 'restaurant', 'liquor_store')",6306915776,True,Tutto Fresco,['restaurant'],True,Tutto Fresco,2901 N Ashland Ave,https://www.ordertuttofrescomenu.com/?utm_source=gbp,+1 773-661-9009,OPERATIONAL
2397755-20210616,SOON YOUNG KIM,KENWOOD CLEANERS,1336 E 47TH ST 1ST,IL,CHICAGO,60653,4.0,10.0,4-10,2.0,41.809787419,-87.593614484,"(41.8097874, -87.5936145)","(41.80978741911865, -87.59361448415365)","('Dry Cleaning - Drop Off Location', 'Laundry Service - Drop Off Only')","('648, 69',)","('laundry', 'laundry')",6175043331,True,Kenwood Cleaners,['laundry'],True,Kenwood Cleaners,1336 E 47th St,,+1 773-538-5206,OPERATIONAL
2596033-20220516,VT NAILS INC.,POLISHED NAIL & SPA,800 N KEDZIE AVE GROUND 221,IL,CHICAGO,60651,27.0,5.0,27-5,11.0,41.895615314,-87.706705325,"(41.8956153, -87.7067053)","(41.89561531354531, -87.70670532510552)","('Nail Services',)","('895',)","('nail_care',)",False,False,False,False,True,Polished Nails and Spa,800 N Kedzie Ave,,+1 773-823-1019,OPERATIONAL
2326729-20210216,HUY & JACKIE CORPORATION,FIRST ACADEMY,2555 - 2557 W PETERSON AVE 1ST,IL,CHICAGO,60659,40.0,15.0,40-15,20.0,41.990362446,-87.694315019,"(41.9903624, -87.694315)","(41.99036244608053, -87.69431501948813)","('Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm', 'Supervision of, and Care for, Children 2-6 Years of Age, During the Day between 6am-9pm')","('820, 82',)","('',)",False,False,False,False,True,First Academy,2459 W Peterson Ave,http://firstacademychildcare.com/,+1 773-681-0077,OPERATIONAL
